0,-0.0092467,0
1,-0.0092467,-3.4855e-05
2,-0.0092467,-0.00024122
3,-0.0092467,-0.00065812
4,-0.0092467,-0.0012559
5,-0.0092467,-0.0019892
6,-0.0092467,-0.0028147
7,-0.0092467,-0.0036957
8,-0.0092467,-0.0046033
9,-0.0092467,-0.0055151
10,-0.031454,-0.0064145
11,-0.031454,-0.0073728
12,-0.031454,-0.0087096
13,-0.031454,-0.010513
14,-0.031454,-0.012707
15,-0.031454,-0.015183
16,-0.031454,-0.017834
17,-0.031454,-0.020573
18,-0.031454,-0.023331
19,-0.031454,-0.026057
20,0.47292,-0.028712
21,0.47292,-0.029368
22,0.47292,-0.020551
23,0.47292,-0.00012205
24,0.47292,0.03031
25,0.47292,0.068273
26,0.47292,0.1114
27,0.47292,0.15769
28,0.47292,0.20556
29,0.47292,0.25378
30,-0.44658,0.30144
31,-0.44658,0.3444
32,-0.44658,0.36859
33,-0.44658,0.36979
34,-0.44658,0.35076
35,-0.44658,0.31589
36,-0.44658,0.26945
37,-0.44658,0.21508
38,-0.44658,0.15573
39,-0.44658,0.093671
40,-0.64622,0.030682
41,-0.64622,-0.032669
42,-0.64622,-0.098355
43,-0.64622,-0.16652
44,-0.64622,-0.23603
45,-0.64622,-0.3056
46,-0.64622,-0.37411
47,-0.64622,-0.44068
48,-0.64622,-0.50469
49,-0.64622,-0.56569
50,0.63135,-0.62342
51,0.63135,-0.67291
52,0.63135,-0.69523
53,0.63135,-0.68501
54,0.63135,-0.64643
55,0.63135,-0.58587
56,0.63135,-0.50946
57,0.63135,-0.42242
58,0.63135,-0.32892
59,0.63135,-0.23221
60,0.48449,-0.13478
61,0.48449,-0.03906
62,0.48449,0.051431
63,0.48449,0.1351
64,0.48449,0.21177
65,0.48449,0.28174
66,0.48449,0.34547
67,0.48449,0.40345
68,0.48449,0.45616
69,0.48449,0.50406
70,-0.15623,0.54757
71,-0.15623,0.58465
72,-0.15623,0.6062
73,-0.15623,0.60984
74,-0.15623,0.59793
75,-0.15623,0.57387
76,-0.15623,0.54094
77,-0.15623,0.50188
78,-0.15623,0.45892
79,-0.15623,0.4138
80,-0.65653,0.36785
81,-0.65653,0.32019
82,-0.65653,0.26417
83,-0.65653,0.19821
84,-0.65653,0.12429
85,-0.65653,0.045102
86,-0.65653,-0.036851
87,-0.65653,-0.11953
88,-0.65653,-0.20135
89,-0.65653,-0.28113
90,-0.1363,-0.35803
91,-0.1363,-0.42951
92,-0.1363,-0.48752
93,-0.1363,-0.52964
94,-0.1363,-0.55747
95,-0.1363,-0.57356
96,-0.1363,-0.58042
97,-0.1363,-0.58025
98,-0.1363,-0.57484
99,-0.1363,-0.56562
100,0.070945,-0.55374
101,0.070945,-0.53931
102,0.070945,-0.51996
103,0.070945,-0.49535
104,0.070945,-0.46654
105,0.070945,-0.43486
106,0.070945,-0.4015
107,0.070945,-0.36743
108,0.070945,-0.33341
109,0.070945,-0.30002
110,-0.19789,-0.26765
111,-0.19789,-0.23763
112,-0.19789,-0.2141
113,-0.19789,-0.19833
114,-0.19789,-0.18951
115,-0.19789,-0.18634
116,-0.19789,-0.18752
117,-0.19789,-0.19197
118,-0.19789,-0.19877
119,-0.19789,-0.2072
120,0.32418,-0.2167
121,0.32418,-0.22485
122,0.32418,-0.22362
123,0.32418,-0.21053
124,0.32418,-0.18707
125,0.32418,-0.15568
126,0.32418,-0.11869
127,0.32418,-0.078108
128,0.32418,-0.035533
129,0.32418,0.0077968
130,0.31882,0.050943
131,0.31882,0.093192
132,0.31882,0.13396
133,0.31882,0.17288
134,0.31882,0.20974
135,0.31882,0.24444
136,0.31882,0.27692
137,0.31882,0.30721
