0,0.13808,0
1,0.13808,0.00052048
2,0.13808,0.0036021
3,0.13808,0.0098275
4,0.13808,0.018754
5,0.13808,0.029705
6,0.13808,0.042031
7,0.13808,0.055187
8,0.13808,0.06874
9,0.13808,0.082357
10,0.92435,0.095786
11,0.92435,0.11181
12,0.92435,0.14192
13,0.92435,0.18934
14,0.92435,0.25151
15,0.92435,0.32453
16,0.92435,0.4047
17,0.92435,0.48893
18,0.92435,0.57475
19,0.92435,0.66029
20,-0.33208,0.74416
21,-0.33208,0.8206
22,-0.33208,0.87036
23,-0.33208,0.88765
24,-0.33208,0.87624
25,-0.33208,0.84214
26,-0.33208,0.79125
27,-0.33208,0.72856
28,-0.33208,0.65814
29,-0.33208,0.58319
30,0.4978,0.50614
31,0.4978,0.43201
32,0.4978,0.37445
33,0.4978,0.33795
34,0.4978,0.32058
35,0.4978,0.31874
36,0.4978,0.32883
37,0.4978,0.34772
38,0.4978,0.37286
39,0.4978,0.40221
40,0.075986,0.43419
41,0.075986,0.46597
42,0.075986,0.49039
43,0.075986,0.50496
44,0.075986,0.51052
45,0.075986,0.50876
46,0.075986,0.50143
47,0.075986,0.49
48,0.075986,0.47573
49,0.075986,0.45957
50,-0.15023,0.4423
51,-0.15023,0.42364
52,-0.15023,0.4007
53,-0.15023,0.37286
54,-0.15023,0.34108
55,-0.15023,0.30663
56,-0.15023,0.2707
57,-0.15023,0.23426
58,-0.15023,0.19804
59,-0.15023,0.16262
60,-0.35624,0.12839
61,-0.35624,0.094854
62,-0.35624,0.059158
63,-0.35624,0.020535
64,-0.35624,-0.020305
65,-0.35624,-0.062346
66,-0.35624,-0.10465
67,-0.35624,-0.14645
68,-0.35624,-0.18718
69,-0.35624,-0.22641
70,0.053376,-0.26385
71,0.053376,-0.29779
72,0.053376,-0.32205
73,0.053376,-0.33489
74,0.053376,-0.3376
75,0.053376,-0.33226
76,0.053376,-0.32083
77,0.053376,-0.30504
78,0.053376,-0.28625
79,0.053376,-0.26555
80,0.2235,-0.2438
81,0.2235,-0.221
82,0.2235,-0.19512
83,0.2235,-0.16581
84,0.2235,-0.13387
85,0.2235,-0.10031
86,0.2235,-0.066059
87,0.2235,-0.031849
88,0.2235,0.0017478
89,0.2235,0.034316
90,0.097644,0.065561
91,0.097644,0.094813
92,0.097644,0.12009
93,0.097644,0.14081
94,0.097644,0.15735
95,0.097644,0.17035
96,0.097644,0.18045
97,0.097644,0.1882
98,0.097644,0.19407
99,0.097644,0.19844
100,0.19796,0.20162
101,0.19796,0.20425
102,0.19796,0.208
103,0.19796,0.21348
104,0.19796,0.22048
105,0.19796,0.22861
106,0.19796,0.2375
107,0.19796,0.24681
108,0.19796,0.25627
109,0.19796,0.26568
110,0.19236,0.27491
111,0.19236,0.28381
112,0.19236,0.29222
113,0.19236,0.30008
114,0.19236,0.30738
115,0.19236,0.31412
116,0.19236,0.32033
117,0.19236,0.32605
118,0.19236,0.33129
119,0.19236,0.3361
120,-0.053687,0.3405
121,-0.053687,0.3436
122,-0.053687,0.34178
123,-0.053687,0.33404
124,-0.053687,0.32118
125,-0.053687,0.30445
126,-0.053687,0.28502
127,-0.053687,0.26388
128,-0.053687,0.24183
129,-0.053687,0.21947
130,0.4854,0.19727
131,0.4854,0.1776
132,0.4854,0.16867
133,0.4854,0.17293
134,0.4854,0.18876
135,0.4854,0.21358
136,0.4854,0.24487
137,0.4854,0.28053
138,0.4854,0.31883
139,0.4854,0.35844
140,-0.20023,0.39835
141,-0.20023,0.4352
142,-0.20023,0.45831
143,-0.20023,0.46438
144,-0.20023,0.45535
145,-0.20023,0.43441
146,-0.20023,0.40468
147,-0.20023,0.36883
148,-0.20023,0.32904
149,-0.20023,0.28698
150,-0.82213,0.24397
151,-0.82213,0.19864
152,-0.82213,0.14255
153,-0.82213,0.073591
154,-0.82213,-0.00587
155,-0.82213,-0.092536
156,-0.82213,-0.18334
157,-0.82213,-0.27574
158,-0.82213,-0.36778
159,-0.82213,-0.45798
160,-0.59899,-0.54526
161,-0.59899,-0.62803
162,-0.59899,-0.70251
163,-0.59899,-0.76746
164,-0.59899,-0.82345
165,-0.59899,-0.87156
166,-0.59899,-0.91289
167,-0.59899,-0.94845
168,-0.59899,-0.9791
169,-0.59899,-1.0056
170,0.7019,-1.0285
171,0.7019,-1.0436
172,0.7019,-1.0319
173,0.7019,-0.98833
174,0.7019,-0.91745
175,0.7019,-0.82586
176,0.7019,-0.71991
177,0.7019,-0.60492
178,0.7019,-0.48512
179,0.7019,-0.36381
180,-0.16642,-0.24346
181,-0.16642,-0.12916
182,-0.16642,-0.035051
183,-0.16642,0.034302
184,-0.16642,0.081103
185,-0.16642,0.10928
186,-0.16642,0.12276
187,-0.16642,0.12498
188,-0.16642,0.11876
189,-0.16642,0.10637
190,-0.37177,0.089623
191,-0.37177,0.069155
192,-0.37177,0.043035
193,-0.37177,0.011246
194,-0.37177,-0.024909
195,-0.37177,-0.063937
196,-0.37177,-0.10452
197,-0.37177,-0.14558
198,-0.37177,-0.18631
199,-0.37177,-0.22609
200,-0.32478,-0.26449
201,-0.32478,-0.30102
202,-0.32478,-0.3348
203,-0.32478,-0.36551
204,-0.32478,-0.39325
205,-0.32478,-0.41826
206,-0.32478,-0.44079
207,-0.32478,-0.46109
208,-0.32478,-0.47938
209,-0.32478,-0.49586
210,-0.28905,-0.51073
211,-0.28905,-0.524
212,-0.28905,-0.5353
213,-0.28905,-0.5446
214,-0.28905,-0.55214
215,-0.28905,-0.55821
216,-0.28905,-0.56305
217,-0.28905,-0.5669
218,-0.28905,-0.56995
219,-0.28905,-0.57235
220,-0.18703,-0.57422
221,-0.18703,-0.5753
222,-0.18703,-0.57414
223,-0.18703,-0.57039
224,-0.18703,-0.56444
225,-0.18703,-0.55682
226,-0.18703,-0.54805
227,-0.18703,-0.53856
228,-0.18703,-0.5287
229,-0.18703,-0.51872
230,-0.19035,-0.50884
231,-0.19035,-0.49921
232,-0.19035,-0.48997
233,-0.19035,-0.48123
234,-0.19035,-0.47302
235,-0.19035,-0.46534
236,-0.19035,-0.45818
237,-0.19035,-0.45155
238,-0.19035,-0.44541
239,-0.19035,-0.43975
240,-0.082815,-0.43454
241,-0.082815,-0.42934
242,-0.082815,-0.42254
243,-0.082815,-0.41367
244,-0.082815,-0.40303
245,-0.082815,-0.39114
246,-0.082815,-0.37847
247,-0.082815,-0.36542
248,-0.082815,-0.35231
249,-0.082815,-0.33938
250,0.57746,-0.32681
251,0.57746,-0.31222
252,0.57746,-0.28595
253,0.57746,-0.24527
254,0.57746,-0.19231
255,0.57746,-0.13033
256,0.57746,-0.062421
257,0.57746,0.008818
258,0.57746,0.081339
259,0.57746,0.15357
260,0.028492,0.22436
261,0.028492,0.29078
262,0.028492,0.34413
263,0.028492,0.38172
264,0.028492,0.40508
265,0.028492,0.41679
266,0.028492,0.4194
267,0.028492,0.41515
268,0.028492,0.40583
269,0.028492,0.39292
270,0.49537,0.37757
271,0.49537,0.36242
272,0.49537,0.35508
273,0.49537,0.35804
274,0.49537,0.3702
275,0.49537,0.38957
276,0.49537,0.41416
277,0.49537,0.44228
278,0.49537,0.47255
279,0.49537,0.50391
280,0.29819,0.53554
281,0.29819,0.56608
282,0.29819,0.59216
283,0.29819,0.61264
284,0.29819,0.62793
285,0.29819,0.63887
286,0.29819,0.64628
287,0.29819,0.65094
288,0.29819,0.65345
289,0.29819,0.65434
290,0.13004,0.65399
291,0.13004,0.65211
292,0.13004,0.64646
293,0.13004,0.63653
294,0.13004,0.62302
295,0.13004,0.60688
296,0.13004,0.58899
297,0.13004,0.57007
298,0.13004,0.55072
299,0.13004,0.53137
300,-0.22708,0.51236
